[16/3/2016 2:43:51] /b Galera, se tiverem alguma duvida podem chama privado.
[16/3/2016 6:51:10] /a
[20/3/2016 4:38:13] /a 4
[20/3/2016 4:38:33] /m vampire
[20/3/2016 4:38:34] /m vampire
[20/3/2016 4:38:35] /m vampire
[20/3/2016 4:38:36] /m vampire
[20/3/2016 4:38:36] /m vampire
[20/3/2016 4:38:37] /m vampire
[20/3/2016 4:38:37] /m vampire
[20/3/2016 4:38:38] /m vampire
[20/3/2016 4:38:40] /a 4
[20/3/2016 4:38:42] /m vampire
[20/3/2016 4:38:42] /m vampire
[20/3/2016 4:38:43] /m vampire
[20/3/2016 4:38:44] /m vampire
[20/3/2016 4:38:44] /m vampire
[20/3/2016 4:38:45] /m vampire
[20/3/2016 4:38:45] /m vampire
[20/3/2016 4:39:1] /c warchazz
[20/3/2016 4:40:13] /m vampire
[20/3/2016 4:40:14] /m vampire
[20/3/2016 4:40:14] /m vampire
[20/3/2016 4:40:15] /m vampire
[20/3/2016 4:40:16] /m vampire
[20/3/2016 4:40:16] /m vampire
[20/3/2016 4:40:17] /m vampire
[20/3/2016 4:40:17] /m vampire
[20/3/2016 4:40:18] /m vampire
[20/3/2016 4:40:19] /m vampire
[20/3/2016 4:40:19] /m vampire
[20/3/2016 4:40:20] /m vampire
[20/3/2016 4:40:21] /m vampire
[20/3/2016 4:42:7] /t
[20/3/2016 4:43:23] /a 4
[20/3/2016 4:43:27] /a 10
[20/3/2016 4:43:28] /a 10
[20/3/2016 4:43:30] /a 10
[20/3/2016 4:43:40] /a 100
[20/3/2016 4:43:46] /a 150
[20/3/2016 4:43:49] /a 50
[20/3/2016 4:43:52] /a 50
[20/3/2016 4:43:57] /a 30
[20/3/2016 4:44:3] /a 10
[20/3/2016 4:44:8] /c warchazz
[20/3/2016 4:44:13] /t
[20/3/2016 4:45:30] /a 10
[20/3/2016 4:45:31] /a 4
[20/3/2016 4:46:12] /c old breno
[20/3/2016 4:46:31] /t
[20/3/2016 4:46:39] /a 10
[20/3/2016 4:46:40] /a 10
[20/3/2016 4:46:41] /a 10
[20/3/2016 4:46:41] /a 10
[20/3/2016 4:46:42] /a 10
[20/3/2016 4:46:48] /up
[20/3/2016 4:46:53] /t
[20/3/2016 4:50:47] /a 2
[20/3/2016 4:50:59] /c warchazz
[20/3/2016 4:51:30] /t
[20/3/2016 5:1:34] /a 2
[20/3/2016 5:1:38] /c warchazz
[20/3/2016 5:3:11] /a 2
[20/3/2016 5:3:16] /a 2
[20/3/2016 5:3:22] /a 2
[20/3/2016 5:3:27] /a 2
[20/3/2016 5:3:36] /a 4
[20/3/2016 5:3:37] /a 4
[20/3/2016 5:3:38] /a 4
[20/3/2016 5:3:39] /a 4
[20/3/2016 5:3:40] /a 4
[20/3/2016 5:3:40] /a 4
[20/3/2016 5:3:41] /a 4
[20/3/2016 5:3:42] /a 4
[20/3/2016 5:3:42] /a 4
[20/3/2016 5:3:43] /a 4
[20/3/2016 5:3:44] /a 4
[20/3/2016 5:3:45] /a 4
[20/3/2016 5:3:45] /a 4
[20/3/2016 5:3:47] /a 4
[20/3/2016 5:3:47] /a 4
[20/3/2016 5:3:48] /a 4
[20/3/2016 5:3:49] /a 4
[20/3/2016 5:3:50] /a 4
[20/3/2016 5:3:50] /a 4
[20/3/2016 5:3:51] /a 4
[20/3/2016 5:3:53] /a 4
[20/3/2016 5:3:53] /a 4
[20/3/2016 5:3:56] /a 4
[20/3/2016 5:3:57] /a 4
[20/3/2016 5:3:57] /a 4
[20/3/2016 5:3:58] /a 4
[20/3/2016 5:3:59] /a 4
[20/3/2016 5:4:0] /a 4
[20/3/2016 5:4:1] /a 4
[20/3/2016 5:4:1] /a 4
[20/3/2016 5:4:2] /a 4
[20/3/2016 5:4:4] /a 4
[20/3/2016 5:4:5] /a 4
[20/3/2016 5:4:5] /a 4
[20/3/2016 5:4:6] /a 4
[20/3/2016 5:4:7] /a 4
[20/3/2016 5:4:8] /a 4
[20/3/2016 5:4:8] /a 4
[20/3/2016 5:4:9] /a 4
[20/3/2016 5:4:10] /a 4
[20/3/2016 5:4:12] /a 4
[20/3/2016 5:4:12] /a 4
[20/3/2016 5:4:13] /a 4
[20/3/2016 5:4:14] /a 4
[20/3/2016 5:4:14] /a 4
[20/3/2016 5:4:15] /a 4
[20/3/2016 5:4:16] /a 4
[20/3/2016 5:4:17] /a 4
[20/3/2016 5:4:19] /a 4
[20/3/2016 5:4:20] /a 4
[20/3/2016 5:4:21] /a 4
[20/3/2016 5:4:21] /a 4
[20/3/2016 5:4:23] /a 4
[20/3/2016 5:4:23] /a 4
[20/3/2016 5:4:24] /a 4
[20/3/2016 5:4:25] /a 4
[20/3/2016 5:4:29] /a 10
[20/3/2016 5:4:30] /a 10
[20/3/2016 5:4:32] /a 10
[20/3/2016 5:4:34] /a 15
[20/3/2016 5:4:59] /a 4
[20/3/2016 5:5:9] /a 10
[20/3/2016 5:5:12] /a 10
[20/3/2016 5:5:13] /a 10
[20/3/2016 5:5:20] /a 10
[20/3/2016 5:5:25] /a 4
[20/3/2016 5:5:30] /a 10
[20/3/2016 5:8:36] /t warchazz
[20/3/2016 5:11:23] /c warchazz
[20/3/2016 5:11:45] /t
[20/3/2016 5:15:46] /goto mv healer
[20/3/2016 5:16:7] /t
[20/3/2016 5:16:32] /goto mv healer
[20/3/2016 5:16:35] /goto mv healer
[20/3/2016 5:16:37] /goto mv healer
[20/3/2016 5:16:40] /goto mv healer
[20/3/2016 5:16:43] /goto mv healer
[20/3/2016 5:16:48] /goto mv healer
[20/3/2016 5:16:50] /goto mv healer
[20/3/2016 5:16:51] /goto mv healer
[20/3/2016 5:16:53] /goto mv healer
[20/3/2016 5:16:54] /goto mv healer
[20/3/2016 5:16:56] /goto mv healer
[20/3/2016 5:16:58] /goto mv healer
[20/3/2016 5:16:59] /goto mv healer
[20/3/2016 5:17:0] /goto mv healer
[20/3/2016 5:17:2] /goto mv healer
[20/3/2016 5:17:3] /goto mv healer
[20/3/2016 5:17:20] /goto matx
[20/3/2016 5:18:0] /t
[20/3/2016 5:19:12] /t warchazz
[20/3/2016 5:19:54] /a 2
[20/3/2016 5:19:56] /a 2
[20/3/2016 5:20:31] /c warchazz
[20/3/2016 5:20:39] /t
[20/3/2016 5:49:13] /c warchazz
[20/3/2016 5:49:39] /t
[20/3/2016 5:49:53] /a 2
[20/3/2016 5:49:56] /a 2
[20/3/2016 5:50:10] /c warchazz
[20/3/2016 5:50:40] /t warchazz
[20/3/2016 5:51:4] /c warchazz
[20/3/2016 5:51:29] /t
[20/3/2016 6:8:11] /t
[20/3/2016 6:33:5] /t warchazz
[20/3/2016 6:33:44] /a 2
[20/3/2016 6:33:55] /c warchazz
[20/3/2016 6:34:8] /t
[20/3/2016 6:43:34] /b boa noite pessoal. abco!
[20/3/2016 15:31:34] /b Boa Tardee Garelaaaaaaa
[20/3/2016 15:33:12] /t
[20/3/2016 15:41:32] /goto cantora sertaneja
[20/3/2016 15:41:53] /goto toko mw
[20/3/2016 15:42:10] /goto tako mw
[20/3/2016 15:42:28] /goto tako mw
[20/3/2016 15:44:4] /a 4
[20/3/2016 15:44:6] /a 4
[20/3/2016 15:44:23] /goto tako mw
[20/3/2016 15:44:24] /goto tako mw
[20/3/2016 15:44:25] /goto tako mw
[20/3/2016 15:44:27] /goto tako mw
[20/3/2016 15:44:29] /goto tako mw
[20/3/2016 15:44:31] /goto tako mw
[20/3/2016 15:44:34] /goto tako mw
[20/3/2016 15:44:36] /goto tako mw
[20/3/2016 15:44:39] /goto tako mw
[20/3/2016 15:44:41] /goto tako mw
[20/3/2016 15:44:44] /goto tako mw
[20/3/2016 15:44:45] /goto tako mw
[20/3/2016 15:44:49] /goto tako mw
[20/3/2016 15:44:51] /goto tako mw
[20/3/2016 15:44:52] /goto tako mw
[20/3/2016 15:44:54] /goto tako mw
[20/3/2016 15:44:57] /goto tako mw
[20/3/2016 15:44:59] /goto tako mw
[20/3/2016 15:45:0] /goto tako mw
[20/3/2016 15:45:4] /goto tako mw
[20/3/2016 15:45:6] /goto tako mw
[20/3/2016 15:45:7] /goto tako mw
[20/3/2016 15:45:9] /goto tako mw
[20/3/2016 15:45:11] /goto tako mw
[20/3/2016 15:45:12] /goto tako mw
[20/3/2016 15:45:13] /goto tako mw
[20/3/2016 15:45:15] /goto tako mw
[20/3/2016 15:45:16] /goto tako mw
[20/3/2016 15:45:21] /goto tako mw
[20/3/2016 15:45:27] /goto tako mw
[20/3/2016 15:45:30] /goto tako mw
[20/3/2016 15:45:32] /goto tako mw
[20/3/2016 15:45:33] /goto tako mw
[20/3/2016 15:46:12] /goto mv healer
[20/3/2016 15:50:56] /a 3
[20/3/2016 15:51:0] /a 4
[20/3/2016 15:51:4] /a 4
[20/3/2016 15:51:8] /a 4
[20/3/2016 15:51:8] /a 4
[20/3/2016 15:51:9] /a 4
[20/3/2016 15:51:9] /a 4
[20/3/2016 15:51:10] /a 4
[20/3/2016 15:51:11] /a 4
[20/3/2016 15:51:12] /a 4
[20/3/2016 15:51:14] /a 4
[20/3/2016 15:51:15] /a 4
[20/3/2016 15:51:16] /a 4
[20/3/2016 15:51:24] /a 4
[20/3/2016 15:51:25] /a 4
[20/3/2016 15:51:27] /a 4
[20/3/2016 15:51:43] /a 10
[20/3/2016 15:51:44] /a 10
[20/3/2016 15:51:44] /a 10
[20/3/2016 15:51:45] /a 10
[20/3/2016 15:51:46] /a 10
[20/3/2016 15:51:47] /a 10
[20/3/2016 15:51:48] /a 10
[20/3/2016 15:51:49] /a 10
[20/3/2016 15:51:50] /a 10
[20/3/2016 15:51:52] /a 4
[20/3/2016 15:51:52] /a 4
[20/3/2016 15:51:59] /a 10
[20/3/2016 15:52:0] /a 10
[20/3/2016 15:52:1] /a 10
[20/3/2016 15:52:2] /a 10
[20/3/2016 15:52:3] /a 10
[20/3/2016 15:52:5] /a 10
[20/3/2016 15:52:7] /a 10
[20/3/2016 15:52:8] /a 4
[20/3/2016 15:53:39] /a 10
[20/3/2016 15:53:40] /a 10
[20/3/2016 15:53:40] /a 10
[20/3/2016 15:53:43] /a 4
[20/3/2016 15:53:46] /a 4
[20/3/2016 15:53:46] /a 4
[20/3/2016 15:53:48] /a 4
[20/3/2016 15:53:57] /t
[20/3/2016 15:54:57] /a 10
[20/3/2016 15:54:58] /a 10
[20/3/2016 15:54:59] /a 10
[20/3/2016 15:54:59] /a 10
[20/3/2016 15:55:0] /a 10
[20/3/2016 15:55:0] /a 10
[20/3/2016 15:55:1] /a 10
[20/3/2016 15:55:2] /a 10
[20/3/2016 15:55:3] /a 10
[20/3/2016 15:55:11] /down
[20/3/2016 15:56:35] /a 10
[20/3/2016 15:56:35] /a 10
[20/3/2016 15:56:36] /a 10
[20/3/2016 15:58:11] /up
[20/3/2016 15:58:16] /a 4
[20/3/2016 15:58:20] /a 10
[20/3/2016 15:58:24] /t
[20/3/2016 15:59:2] /down
[20/3/2016 15:59:6] /up
[20/3/2016 16:2:33] /up
[20/3/2016 16:2:36] /a 4
[20/3/2016 16:16:44] /c warchazz
[20/3/2016 16:21:36] /t
[20/3/2016 16:21:40] /t
[20/3/2016 16:25:37] /a 30
[20/3/2016 16:25:45] /t
[20/3/2016 16:26:52] /a 10
[20/3/2016 16:27:38] /up
[20/3/2016 16:27:45] /up
[20/3/2016 16:27:51] /down
[20/3/2016 16:28:4] /down
[20/3/2016 16:28:6] /down
[20/3/2016 16:28:11] /a 2
[20/3/2016 16:28:14] /a 2
[20/3/2016 16:28:18] /a 3
[20/3/2016 16:32:16] /up
[20/3/2016 16:38:16] /t warchazz
[20/3/2016 16:39:22] /t
[20/3/2016 16:43:59] /a 50
[20/3/2016 16:44:1] /a 50
[20/3/2016 16:44:11] /c warchazz
[20/3/2016 16:44:13] /t
[20/3/2016 16:45:47] /t
[20/3/2016 16:47:12] /goto dwaziek
[20/3/2016 17:0:41] /t warchazz
[20/3/2016 17:15:52] /t
[20/3/2016 17:21:8] /a 3
[20/3/2016 17:21:17] /a 3
[20/3/2016 17:21:30] /a 4
[20/3/2016 17:21:31] /a 4
[20/3/2016 17:21:36] /a 4
[20/3/2016 17:21:39] /a 3
[20/3/2016 17:21:41] /a 4
[20/3/2016 17:21:43] /a 4
[20/3/2016 17:21:45] /a 4
[20/3/2016 17:21:47] /a 4
[20/3/2016 17:21:48] /a 4
[20/3/2016 17:21:49] /a 4
[20/3/2016 17:21:53] /a 4
[20/3/2016 17:22:10] /a 4
[20/3/2016 17:22:11] /a 4
[20/3/2016 17:22:12] /a 4
[20/3/2016 17:22:13] /a 4
[20/3/2016 17:22:13] /a 4
[20/3/2016 17:22:15] /a 4
[20/3/2016 17:22:16] /a 4
[20/3/2016 17:22:18] /a 4
[20/3/2016 17:22:19] /a 4
[20/3/2016 17:22:19] /a 4
[20/3/2016 17:22:20] /a 4
[20/3/2016 17:22:21] /a 4
[20/3/2016 17:22:21] /a 4
[20/3/2016 17:22:22] /a 4
[20/3/2016 17:22:27] /a 4
[20/3/2016 17:22:30] /t
[20/3/2016 17:28:36] /t
[20/3/2016 17:37:22] /goto bigo
[20/3/2016 17:38:13] /goto bigo
[20/3/2016 17:38:18] /goto bigo
[20/3/2016 17:38:25] /goto bigo
[20/3/2016 17:38:30] /goto  bigo
[20/3/2016 17:42:56] /ghost
[20/3/2016 17:45:4] /ghost
[20/3/2016 17:53:33] /goto mv healer
[20/3/2016 17:55:37] /t
[20/3/2016 17:59:50] /b afk
[20/3/2016 19:33:59] /t warchazz
[20/3/2016 19:37:42] /t
[20/3/2016 19:37:49] /a 40
[20/3/2016 19:43:56] /b voltei galera
[20/3/2016 20:35:55] /goto mv healer
[20/3/2016 20:36:4] /t
[20/3/2016 20:36:16] /a 30
[20/3/2016 20:36:22] /a 20
[20/3/2016 20:36:26] /a 50
[20/3/2016 20:36:29] /a 50
[20/3/2016 20:36:34] /a 20
[20/3/2016 20:36:37] /a 20
[20/3/2016 20:36:38] /a 20
[20/3/2016 20:36:41] /a 20
[20/3/2016 20:37:21] /c warchazz
[20/3/2016 20:37:25] /t
[20/3/2016 20:48:34] /goto don warlock
[20/3/2016 20:49:16] /a 30
[20/3/2016 20:49:20] /a 20
[20/3/2016 20:49:34] /a 20
[20/3/2016 20:50:51] /t don warlock
[20/3/2016 20:50:53] /t
[20/3/2016 20:51:25] /t don warloock
[20/3/2016 20:53:26] /goto mv healer
[20/3/2016 20:54:17] /t
[20/3/2016 20:56:1] /goto mv healer
[20/3/2016 20:56:17] /a 2
[20/3/2016 20:56:22] /t
[20/3/2016 20:56:25] /goto mv healer
[20/3/2016 20:57:40] /t
[20/3/2016 20:59:42] /goto warchaz
[20/3/2016 20:59:43] /goto warchazz
[20/3/2016 20:59:47] /a 4
[20/3/2016 20:59:48] /a 4
[20/3/2016 20:59:49] /a 4
[20/3/2016 20:59:49] /a 4
[20/3/2016 20:59:50] /a 4
[20/3/2016 20:59:52] /a 4
[20/3/2016 20:59:52] /a 4
[20/3/2016 20:59:53] /a 4
[20/3/2016 20:59:54] /a 4
[20/3/2016 20:59:54] /a 4
[20/3/2016 20:59:55] /a 4
[20/3/2016 20:59:57] /up
[20/3/2016 20:59:59] /up
[20/3/2016 21:0:0] /up
[20/3/2016 21:0:2] /up
[20/3/2016 21:0:6] /down
[20/3/2016 21:0:7] /down
[20/3/2016 21:0:23] /goto warchazz
[20/3/2016 21:0:36] /c plebeu engajado
[20/3/2016 21:0:54] /t
[20/3/2016 21:3:24] /goto jooh
[20/3/2016 21:3:33] /t
[20/3/2016 23:38:5] /t warchazz
[20/3/2016 23:40:49] /c warchazz
[20/3/2016 23:40:55] /t
[20/3/2016 23:41:5] /goto mv healer
[20/3/2016 23:41:8] /t
[21/3/2016 0:8:2] /b Lag galera?
[21/3/2016 0:17:53] /b lag galera?
[21/3/2016 0:18:19] /t
[21/3/2016 0:30:31] /a 4
[21/3/2016 0:30:34] /a 4
[21/3/2016 0:30:55] /t
[21/3/2016 0:32:43] /t warchazz
[21/3/2016 0:34:50] /b Galera Mv Healer ta fazendo team pra ir quest do promotion ring lvl 400+
[21/3/2016 0:35:52] /b falem com o mv healer pra quest
[21/3/2016 0:39:9] /b afk
[21/3/2016 0:42:55] /goto mv healer
[21/3/2016 1:1:31] /t
[21/3/2016 1:6:55] /goto mv healer
[21/3/2016 1:9:1] /a 4
[21/3/2016 1:9:7] /goto mv healer
[21/3/2016 1:9:14] /a 4
[21/3/2016 1:9:18] /a 4
[21/3/2016 1:9:19] /a 4
[21/3/2016 1:9:29] /goto mv healer
[21/3/2016 1:10:12] /a 4
[21/3/2016 1:10:15] /a 4
[21/3/2016 1:10:18] /goto mv healer
[21/3/2016 1:12:19] /a 2
[21/3/2016 1:13:45] /a 2
[21/3/2016 1:15:0] /a 4
[21/3/2016 1:15:6] /goto mv healer
[21/3/2016 1:15:10] /a 2
[21/3/2016 1:15:30] /a 2
[21/3/2016 1:15:33] /ghost
[21/3/2016 1:16:0] /ghost
[21/3/2016 1:16:7] /ghost
[21/3/2016 1:16:17] /a 4
[21/3/2016 1:16:22] /a 4
[21/3/2016 1:17:49] /a 2
[21/3/2016 1:18:0] /a 2
[21/3/2016 1:18:12] /a 2
[21/3/2016 1:18:15] /a 2
[21/3/2016 1:19:45] /ghost
[21/3/2016 1:19:55] /ghost
[21/3/2016 1:33:50] /ghost
[21/3/2016 2:29:57] /t
[21/3/2016 2:30:12] /goto mv healer
[21/3/2016 2:30:43] /t
[21/3/2016 3:55:47] /t warchazz
[21/3/2016 10:12:50] /ghost
[21/3/2016 10:15:11] /ghost
[21/3/2016 10:17:21] /goto danyel
[21/3/2016 10:17:24] /goto danyel
[21/3/2016 10:17:59] /t
[21/3/2016 10:52:19] /m demon
[21/3/2016 10:52:40] /ghost
[21/3/2016 10:53:29] /t
[21/3/2016 10:56:24] /a 2
[21/3/2016 11:1:50] /t
[21/3/2016 11:5:2] /up
[21/3/2016 11:5:4] /up
[21/3/2016 11:5:5] /up
[21/3/2016 11:5:14] /down
[21/3/2016 11:5:32] /c warchazz
[21/3/2016 11:7:0] /c warchazz
[21/3/2016 11:9:16] /up
[21/3/2016 11:9:24] /a 4
[21/3/2016 11:9:32] /a 4
[21/3/2016 11:9:35] /a 6
[21/3/2016 11:9:40] /down
[21/3/2016 11:9:43] /down
[21/3/2016 11:9:45] /down
[21/3/2016 11:9:48] /a 10
[21/3/2016 11:9:54] /a 10
[21/3/2016 11:10:3] /a 10
[21/3/2016 11:10:31] /down
[21/3/2016 11:10:34] /down
[21/3/2016 11:10:43] /a 10
[21/3/2016 11:10:47] /a 15
[21/3/2016 11:10:53] /a 5
[21/3/2016 11:11:10] /up
[21/3/2016 11:11:23] /a 10
[21/3/2016 11:11:28] /down
[21/3/2016 11:11:32] /up
[21/3/2016 11:11:35] /down
[21/3/2016 11:11:45] /up
[21/3/2016 11:11:49] /up
[21/3/2016 11:13:40] /a 2
[21/3/2016 11:13:52] /a 7
[21/3/2016 11:13:57] /a 4
[21/3/2016 11:14:0] /a 4
[21/3/2016 11:14:0] /a 4
[21/3/2016 11:14:4] /a 4
[21/3/2016 11:14:5] /a 4
[21/3/2016 11:14:7] /up
[21/3/2016 11:14:9] /t
[21/3/2016 11:15:6] /a 2
[21/3/2016 11:15:18] /down
[21/3/2016 11:15:46] /down
[21/3/2016 18:18:8] /t
[21/3/2016 18:18:17] /a 2
[21/3/2016 18:18:44] /a 2
[21/3/2016 18:18:49] /a 4
[21/3/2016 18:19:0] /t
[21/3/2016 18:24:32] /a 4
[22/3/2016 2:14:9] /a 2
[22/3/2016 2:14:17] /ghost
[22/3/2016 3:50:34] /t
[22/3/2016 3:50:49] /goto [tutor] matheus
[22/3/2016 3:54:2] /goto mv healer
[22/3/2016 3:54:25] /t
[22/3/2016 3:57:42] /t
[22/3/2016 3:58:49] /t
[22/3/2016 4:0:21] /t
[22/3/2016 4:1:15] /a 40
[22/3/2016 4:1:47] /t
[22/3/2016 4:4:42] /a 4
[22/3/2016 4:4:51] /a 4
[22/3/2016 4:4:59] /ghost
[22/3/2016 4:5:43] /ghost
[22/3/2016 4:5:48] /t
[22/3/2016 4:5:52] /t warchazz
[22/3/2016 4:6:46] /goto fingir killer
[22/3/2016 4:11:28] /a 2
[22/3/2016 4:12:35] /a 2
[22/3/2016 4:12:40] /t
[22/3/2016 4:21:51] /a 8
[22/3/2016 4:21:53] /a 10
[22/3/2016 4:21:57] /a 10
[22/3/2016 4:21:59] /a 7
[22/3/2016 4:22:9] /c warchazz
[22/3/2016 4:22:13] /t
[22/3/2016 4:22:28] /goto warchazz
[22/3/2016 4:22:32] /a 5
[22/3/2016 4:22:36] /a 2
[22/3/2016 4:22:41] /c warchazz
[22/3/2016 4:22:49] /a 2
[22/3/2016 4:22:52] /a 6
[22/3/2016 4:23:17] /t warchazz
[22/3/2016 4:23:31] /t
[22/3/2016 4:25:52] /a 10
[22/3/2016 4:25:53] /a 10
[22/3/2016 4:25:56] /a 10
[22/3/2016 4:26:8] /c warchazz
[22/3/2016 4:26:22] /a 10
[22/3/2016 4:27:7] /a 10
[22/3/2016 4:27:11] /t warchazz
[22/3/2016 4:27:16] /t
[22/3/2016 4:27:35] /kick warchazz
[22/3/2016 4:27:44] /kick warchazz
[22/3/2016 4:28:25] /t
[22/3/2016 4:30:2] /t
[22/3/2016 4:30:25] /ghost
[22/3/2016 4:43:28] /a 3
[22/3/2016 4:43:31] /a 4
[22/3/2016 4:46:23] /ghost
[22/3/2016 4:48:13] /t
[22/3/2016 4:52:45] /c warchazz
[22/3/2016 4:53:14] /m dragon lord vip III
[22/3/2016 4:57:15] /t
[22/3/2016 5:3:49] /t
[22/3/2016 5:7:32] /goto feiticeira noel
[22/3/2016 5:8:13] /goto Papainoel All Byrelo
[22/3/2016 5:8:47] /goto Papainoel The King 
[22/3/2016 5:10:1] /t
[22/3/2016 5:11:43] /a 3
[22/3/2016 5:11:46] /a 3
[22/3/2016 5:11:49] /a 3
[22/3/2016 5:12:51] /a 6
[22/3/2016 5:13:40] /a 3
[22/3/2016 5:13:42] /a 3
[22/3/2016 5:13:44] /up
[22/3/2016 5:15:16] /up
[22/3/2016 5:15:17] /up
[22/3/2016 5:15:18] /up
[22/3/2016 5:15:19] /up
[22/3/2016 5:15:20] /up
[22/3/2016 5:16:11] /t
[22/3/2016 5:16:21] /goto [adm] clayton
[22/3/2016 5:16:35] /ghost
[22/3/2016 5:18:27] /a 3
[22/3/2016 5:18:30] /a 2
[22/3/2016 5:19:26] /a 3
[22/3/2016 5:21:19] /a 6
[22/3/2016 5:21:32] /a  5
[22/3/2016 5:21:41] /t
[22/3/2016 5:22:44] /goto Baiak Zikao De Mais
[22/3/2016 5:22:48] /goto Baiak Zikao De Mais
[22/3/2016 5:22:58] /goto Baiak Zikao De Mais 
[22/3/2016 5:27:55] /b Galera, o ADM ta ocupado, falem o que precisam para mim. Nao concedemos nenhum tipo de beneficio para os players, não adianta insistirem.
[22/3/2016 5:28:42] /t vitin back
[22/3/2016 5:28:55] /t
[22/3/2016 5:29:36] /t
[22/3/2016 5:29:54] /ghost
[22/3/2016 5:30:29] /ghost
[22/3/2016 5:33:35] /b Na boa galera, parem de pedir itens ou qualquer beneficio. Vou começar a banir.
[22/3/2016 5:35:30] /ghost
[22/3/2016 5:37:30] /t
[22/3/2016 5:39:20] /a 3
[22/3/2016 5:39:32] /a 3
[22/3/2016 5:39:35] /a 3
[22/3/2016 5:39:41] /a 3
[22/3/2016 5:39:48] /a 3
[22/3/2016 5:39:55] /a 3
[22/3/2016 5:42:52] /a 8
[22/3/2016 5:42:54] /a 8
[22/3/2016 5:43:27] /a 8
[22/3/2016 5:43:32] /a 8
[22/3/2016 5:43:52] /a 8
[22/3/2016 5:44:53] /c warchazz
[22/3/2016 5:45:2] /t
[22/3/2016 6:4:42] /a 4
[22/3/2016 6:4:45] /a 4
[22/3/2016 6:5:14] /down
[22/3/2016 6:31:45] /ghost
[22/3/2016 6:34:36] /a 8
[22/3/2016 6:34:39] /a 8
[22/3/2016 6:38:6] /ghost
[22/3/2016 6:38:13] /goto Chixcrete Back
[22/3/2016 6:39:0] /goto
[22/3/2016 6:39:5] /t
[22/3/2016 6:42:17] /goto Chixcrete Back
[22/3/2016 6:42:21] /goto Chixcrete Back
[22/3/2016 6:42:23] /t
[22/3/2016 6:44:48] /goto Chixcrete Back
[22/3/2016 6:44:51] /t
[22/3/2016 6:46:30] /goto orshabaal
[22/3/2016 6:46:35] /a 10
[22/3/2016 6:47:27] /a 8
[22/3/2016 6:47:32] /up
[22/3/2016 6:47:34] /up
[22/3/2016 6:47:35] /up
[22/3/2016 6:47:37] /up
[22/3/2016 6:47:45] /t
[22/3/2016 6:48:6] /a 2
[22/3/2016 6:50:55] /t warchazz
[22/3/2016 6:56:56] /kick warchazz
[22/3/2016 6:57:6] /kick warchazz
[22/3/2016 7:1:30] /b Floww galera, to indo nessa
[22/3/2016 7:2:41] /kick kijsh
[22/3/2016 7:2:51] /kick kijjsh
[22/3/2016 7:2:59] /kick kijjsh
[22/3/2016 7:8:41] /ghost
[22/3/2016 7:13:14] /a 100
[22/3/2016 7:13:17] /a 100
[22/3/2016 7:13:23] /a 30
[22/3/2016 7:13:25] /a 20
[22/3/2016 7:13:27] /a 10
[22/3/2016 7:13:31] /a 15
[22/3/2016 7:13:35] /a 50
[22/3/2016 7:13:37] /a 20
[22/3/2016 7:13:47] /a 20
[22/3/2016 7:13:49] /a 25
[22/3/2016 7:13:51] /a 30
[22/3/2016 7:13:53] /a 35
[22/3/2016 7:13:59] /up
[22/3/2016 7:14:1] /t
[22/3/2016 7:14:4] /a 100
[22/3/2016 7:14:5] /a 100
[22/3/2016 7:14:6] /a 100
[22/3/2016 7:14:8] /a 100
[22/3/2016 7:14:11] /a 100
[22/3/2016 7:14:13] /a 100
[22/3/2016 7:14:14] /a 100
[22/3/2016 7:14:15] /a 100
[22/3/2016 7:14:22] /a 100
[22/3/2016 7:14:23] /a 100
[22/3/2016 7:14:24] /a 100
[22/3/2016 7:14:25] /a 100
[22/3/2016 7:14:26] /a 100
[22/3/2016 7:14:28] /a 100
[22/3/2016 7:14:30] /a 100
[22/3/2016 7:14:55] /down
[22/3/2016 7:15:2] /a 8
[22/3/2016 7:15:12] /t
[22/3/2016 7:15:19] /a 100
[22/3/2016 7:15:20] /a 100
[22/3/2016 7:15:21] /a 100
[22/3/2016 7:15:23] /a 100
[22/3/2016 7:15:26] /a 80
[22/3/2016 7:17:28] /t
[22/3/2016 7:19:31] /kick warchazz
[22/3/2016 7:19:42] /kick warchazz
[22/3/2016 15:13:12] /ghost
[22/3/2016 17:29:0] /b Druid Pisicopata [300]: GOGOGOOG PROCURO PALLY LV 200+ PARA GUILD PONTES FALTA 4 LEK GOGO
[22/3/2016 18:44:50] /b Warchazz [492]: invito para guild points
[22/3/2016 18:56:9] /a 2
[22/3/2016 19:2:1] /t
[22/3/2016 20:19:44] /goto mv healer
[22/3/2016 20:22:32] /b em caso de duvida temos o canal ajuda para atende-los
[22/3/2016 20:24:18] /a 30
[22/3/2016 20:25:49] /t
[22/3/2016 20:25:59] /a 2
[22/3/2016 20:29:9] /ghost
[22/3/2016 20:32:43] /goto orshabaal
[22/3/2016 20:33:22] /t
[22/3/2016 22:16:38] /b 19:16 Coca Fanta [243]: INVITO PRA GUILD POINTS SO MANDAR MSG
[22/3/2016 22:19:27] /goto mage dash
[22/3/2016 22:21:14] /c mage dash
[22/3/2016 22:22:17] /b 19:20 Coca Fanta [243]: INVITO PRA GUILD POINTS SO MANDAR MSG FALTA 2
[22/3/2016 22:23:2] /b afk
[22/3/2016 22:23:4] /ghost
[23/3/2016 5:2:5] /goto Feiticeira Noel
